,AccountOwnerId,Account Name,ServiceAdministratorId,SubscriptionId,SubscriptionGuid,Subscription Name,Date,Month,Day,Year,Product,Meter ID,Meter Category,Meter Sub-Category,Meter Region,Meter Name,Consumed Quantity,ResourceRate,ExtendedCost,Resource Location,Consumed Service,Instance ID,ServiceInfo1,ServiceInfo2,AdditionalInfo,Tags,Store Service Identifier,Department Name,Cost Center,Unit Of Measure,Resource Group,Charges Billed Separately
167094,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/18/2019,11,18,2019,Azure App Service Free Plan - F1,c0f5cb45-6fb1-41c9-8545-72ad400d9da4,Azure App Service,Free Plan,,F1,0.064512,0.0,0.0,SouthCentralUS,Microsoft.Web,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/sites/pidparsestoragewrapper,,,"{  ""AppServicePlanUri"": ""/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/serverfarms/pidparsestoragewrapperplan""}",,,Unassigned,,1 Hour,worleyparsonsrnd-00,False
167225,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/21/2019,11,21,2019,Functions - Execution Time,2a384075-01d7-4f66-a84a-0eed3ca58876,Functions,,,Execution Time,88.513375,6.4916486087e-05,0.005745977276714001,SouthCentralUS,Microsoft.Web,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/sites/pidparsestoragewrapper,,,"{  ""AppServicePlanUri"": ""/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/serverfarms/pidparsestoragewrapperplan""}",,,Unassigned,,50000 GB Seconds,worleyparsonsrnd-00,False
167386,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/19/2019,11,19,2019,Tables - Batch Write Operations,b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52,Storage,Tables,,Batch Write Operations,0.1072,0.0029169318062559997,0.000312695089631,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100000000,worleyparsonsrnd-00,False
167764,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/17/2019,11,17,2019,Files - Read Operations,761abab8-259d-4206-a6ae-707ed03fc540,Storage,Files,,Read Operations,0.1708,0.012169223241601999,0.002078503329666,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,10000000,worleyparsonsrnd-00,False
168016,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/17/2019,11,17,2019,Files - LRS Data Stored,ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf,Storage,Files,,LRS Data Stored,0.000576,0.48626173370001,0.000280086758611,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100 GB/Month,worleyparsonsrnd-00,False
168083,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/21/2019,11,21,2019,Tables - Batch Write Operations,b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52,Storage,Tables,,Batch Write Operations,0.1023,0.0029169318062559997,0.00029840212377999994,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100000000,worleyparsonsrnd-00,False
168299,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/17/2019,11,17,2019,Tables - LRS Data Stored,3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9,Storage,Tables,,LRS Data Stored,0.002907,0.36509477815015995,0.001061330520083,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100 GB/Month,worleyparsonsrnd-00,False
168836,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/19/2019,11,19,2019,Tiered Block Blob - Hot LRS - Data Stored - US South Central,b40c3368-de55-4653-b7fd-5d3faca0b1df,Storage,Tiered Block Blob,US South Central,Hot LRS Data Stored,0.430813,0.13660621394856698,0.05885173284982401,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,100 GB/Month,worleyparsonsrnd-00,False
168878,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/19/2019,11,19,2019,IP Addresses - Basic - Dynamic Public IP,f114cb19-ea64-40b5-bcd7-aee474b62853,Virtual Network,IP Addresses,,Dynamic Public IP,24.0,0.032449814990258,0.778795559766191,SouthCentralUS,Microsoft.Network,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Network/publicIPAddresses/pidparse-prdip-address,,,,,,Unassigned,,200 Hours,worleyparsonsrnd-00,False
169170,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/21/2019,11,21,2019,Tables - LRS Data Stored,3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9,Storage,Tables,,LRS Data Stored,0.00018999999999999998,0.36509477815015995,6.936800784899999e-05,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,100 GB/Month,worleyparsonsrnd-00,False
169380,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/19/2019,11,19,2019,Files - LRS Data Stored,ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf,Storage,Files,,LRS Data Stored,0.000576,0.48626173370001,0.000280086758611,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100 GB/Month,worleyparsonsrnd-00,False
169653,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/21/2019,11,21,2019,Bandwidth - Data Transfer Out - Zone 1,9995d93a-7d35-4d3f-9c69-7a7fea447ef4,Bandwidth,,Zone 1,Data Transfer Out,2.237135,0.705336192069508,1.577932282045419,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,10 GB,worleyparsonsrnd-00,False
169912,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/18/2019,11,18,2019,General Block Blob - Read Operations,40551b4c-e8be-48ed-b70b-f8d25c7de724,Storage,General Block Blob,,Read Operations,0.8111,0.002920547790057,0.002368856312515,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100000000,worleyparsonsrnd-00,False
169971,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/17/2019,11,17,2019,Tiered Block Blob - Hot - Read Operations - US South Central,f4e889a2-6224-46c8-ac42-40a209df8c12,Storage,Tiered Block Blob,US South Central,Hot Read Operations,0.0336,0.03220404482803,0.001082055906222,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,1000000,worleyparsonsrnd-00,False
169972,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/17/2019,11,17,2019,Bandwidth - Data Transfer Out - Zone 1,9995d93a-7d35-4d3f-9c69-7a7fea447ef4,Bandwidth,,Zone 1,Data Transfer Out,0.789604,0.705336192069508,0.5569362786028521,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,10 GB,worleyparsonsrnd-00,False
170279,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/18/2019,11,18,2019,Files - LRS - Write Operations,f90f81d2-238a-49d0-9f1b-9df13a859843,Storage,Files,,LRS Write Operations,0.1258,0.121701140403635,0.015310003462777,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,10000000,worleyparsonsrnd-00,False
170344,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/18/2019,11,18,2019,IP Addresses - Basic - Dynamic Public IP,f114cb19-ea64-40b5-bcd7-aee474b62853,Virtual Network,IP Addresses,,Dynamic Public IP,24.0,0.032449814990258,0.778795559766191,SouthCentralUS,Microsoft.Network,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Network/publicIPAddresses/pidparse-prdip-address,,,,,,Unassigned,,200 Hours,worleyparsonsrnd-00,False
170987,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/19/2019,11,19,2019,Functions - Execution Time,2a384075-01d7-4f66-a84a-0eed3ca58876,Functions,,,Execution Time,85.60175,6.4916486087e-05,0.005556964812910999,SouthCentralUS,Microsoft.Web,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/sites/pidparsestoragewrapper,,,"{  ""AppServicePlanUri"": ""/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/serverfarms/pidparsestoragewrapperplan""}",,,Unassigned,,50000 GB Seconds,worleyparsonsrnd-00,False
171147,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/17/2019,11,17,2019,General Block Blob - List and Create Container Operations,f8c187bb-5a47-46ae-b874-f186d207fff4,Storage,General Block Blob,,List and Create Container Operations,0.0024,0.002888316758711,6.9319602209999995e-06,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100000000,worleyparsonsrnd-00,False
171355,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/20/2019,11,20,2019,Tables - LRS Data Stored,3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9,Storage,Tables,,LRS Data Stored,0.003009,0.36509477815015995,0.001098570187454,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100 GB/Month,worleyparsonsrnd-00,False
171608,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/17/2019,11,17,2019,Tiered Block Blob - Hot LRS - Data Stored - US South Central,b40c3368-de55-4653-b7fd-5d3faca0b1df,Storage,Tiered Block Blob,US South Central,Hot LRS Data Stored,0.42716800000000005,0.13660621394856698,0.05835380319998099,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,100 GB/Month,worleyparsonsrnd-00,False
171735,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/19/2019,11,19,2019,Files - Read Operations,761abab8-259d-4206-a6ae-707ed03fc540,Storage,Files,,Read Operations,0.1738,0.012169223241601999,0.00211501099939,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,10000000,worleyparsonsrnd-00,False
171986,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/19/2019,11,19,2019,Tiered Block Blob - All Other Operations - US South Central,2029d7c3-b78c-44a8-ba9e-4ae3ed6e372e,Storage,Tiered Block Blob,US South Central,All Other Operations,3.5121,0.032315596570456,0.11349560671509899,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,1000000,worleyparsonsrnd-00,False
172073,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/18/2019,11,18,2019,Files - LRS Data Stored,ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf,Storage,Files,,LRS Data Stored,0.000576,0.48626173370001,0.000280086758611,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100 GB/Month,worleyparsonsrnd-00,False
172253,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/21/2019,11,21,2019,Tables - Batch Write Operations,b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52,Storage,Tables,,Batch Write Operations,0.0146,0.0029169318062559997,4.2587204371e-05,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,100000000,worleyparsonsrnd-00,False
172791,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/17/2019,11,17,2019,Azure App Service Free Plan - F1,c0f5cb45-6fb1-41c9-8545-72ad400d9da4,Azure App Service,Free Plan,,F1,0.064512,0.0,0.0,SouthCentralUS,Microsoft.Web,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/sites/pidparsestoragewrapper,,,"{  ""AppServicePlanUri"": ""/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/serverfarms/pidparsestoragewrapperplan""}",,,Unassigned,,1 Hour,worleyparsonsrnd-00,False
172961,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/17/2019,11,17,2019,Functions - Execution Time,2a384075-01d7-4f66-a84a-0eed3ca58876,Functions,,,Execution Time,65.20625,6.4916486087e-05,0.00423296062092,SouthCentralUS,Microsoft.Web,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/sites/pidparsestoragewrapper,,,"{  ""AppServicePlanUri"": ""/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/serverfarms/pidparsestoragewrapperplan""}",,,Unassigned,,50000 GB Seconds,worleyparsonsrnd-00,False
173326,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/18/2019,11,18,2019,Tiered Block Blob - Hot - Read Operations - US South Central,f4e889a2-6224-46c8-ac42-40a209df8c12,Storage,Tiered Block Blob,US South Central,Hot Read Operations,0.0807,0.03220404482803,0.002598866417622,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,1000000,worleyparsonsrnd-00,False
173697,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/20/2019,11,20,2019,Files - Protocol Operations,6a99015c-d33f-4f46-ae59-2e4d14091aa8,Storage,Files,,Protocol Operations,0.1756,0.012168499217229,0.0021367884625450003,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,10000000,worleyparsonsrnd-00,False
173729,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/20/2019,11,20,2019,General Block Blob - Write Operations,211e620c-ebcf-4db5-a7fd-996abebe9546,Storage,General Block Blob,,Write Operations,0.0027,0.00291847671063,7.879887119e-06,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100000000,worleyparsonsrnd-00,False
174210,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/20/2019,11,20,2019,Files - LRS Data Stored,ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf,Storage,Files,,LRS Data Stored,0.000576,0.48626173370001,0.000280086758611,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100 GB/Month,worleyparsonsrnd-00,False
174512,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/21/2019,11,21,2019,Tiered Block Blob - All Other Operations - US South Central,2029d7c3-b78c-44a8-ba9e-4ae3ed6e372e,Storage,Tiered Block Blob,US South Central,All Other Operations,1.7879,0.032315596570456,0.057777055108319,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,1000000,worleyparsonsrnd-00,False
174795,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/18/2019,11,18,2019,General Block Blob - Write Operations,211e620c-ebcf-4db5-a7fd-996abebe9546,Storage,General Block Blob,,Write Operations,0.0027,0.00291847671063,7.879887119e-06,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100000000,worleyparsonsrnd-00,False
175027,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/21/2019,11,21,2019,Azure App Service Free Plan - F1,c0f5cb45-6fb1-41c9-8545-72ad400d9da4,Azure App Service,Free Plan,,F1,0.064512,0.0,0.0,SouthCentralUS,Microsoft.Web,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/sites/pidparsestoragewrapper,,,"{  ""AppServicePlanUri"": ""/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/serverfarms/pidparsestoragewrapperplan""}",,,Unassigned,,1 Hour,worleyparsonsrnd-00,False
175348,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/17/2019,11,17,2019,Bandwidth - Data Transfer Out - Zone 1,9995d93a-7d35-4d3f-9c69-7a7fea447ef4,Bandwidth,,Zone 1,Data Transfer Out,0.17310699999999998,0.705336192069508,0.122098632200576,SouthCentralUS,Microsoft.Web,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/sites/pidparsestoragewrapper,,,"{  ""AppServicePlanUri"": ""/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/serverfarms/pidparsestoragewrapperplan""}",,,Unassigned,,10 GB,worleyparsonsrnd-00,False
175364,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/17/2019,11,17,2019,Bandwidth - Data Transfer In - Zone 1,32c3ebec-1646-49e3-8127-2cafbd3a04d8,Bandwidth,,Zone 1,Data Transfer In,0.165958,0.0,0.0,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/pidparsefiles,,,,,,Unassigned,,10 GB,worleyparsonsrnd-00,False
175849,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/17/2019,11,17,2019,IP Addresses - Basic - Dynamic Public IP,f114cb19-ea64-40b5-bcd7-aee474b62853,Virtual Network,IP Addresses,,Dynamic Public IP,24.0,0.032449814990258,0.778795559766191,SouthCentralUS,Microsoft.Network,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Network/publicIPAddresses/pidparse-prdip-address,,,,,,Unassigned,,200 Hours,worleyparsonsrnd-00,False
176971,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/21/2019,11,21,2019,Tables - LRS Data Stored,3f2b1e1c-c886-4ec6-ad6f-dd0ef38819c9,Storage,Tables,,LRS Data Stored,0.003042,0.36509477815015995,0.001110618315133,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100 GB/Month,worleyparsonsrnd-00,False
177332,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/17/2019,11,17,2019,Tables - Read Operations,12da282f-7e96-49e2-983a-9a65da2a4866,Storage,Tables,,Read Operations,0.0151,0.0024649119779929997,3.7220170868e-05,ussouthcentral,Microsoft.Storage,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourceGroups/worleyparsonsrnd-00/providers/Microsoft.Storage/storageAccounts/storagewrapperstorage,,,,"{  ""hidden-related:/providers/Microsoft.Web/sites/PidParseStorageWrapper"": ""empty""}",,Unassigned,,100000000,worleyparsonsrnd-00,False
177411,jeff@arundo.com,Jeff (PAYG to EA),,0,1cc854bf-9013-426a-ae29-d820b837fc12,BizSpark Plus(Converted to EA),11/21/2019,11,21,2019,Functions - Total Executions,4e5cd9e2-c20f-4d7f-acbe-58931b8b49ef,Functions,,,Total Executions,59.0,1.4179846249000002e-05,0.000836610928673,SouthCentralUS,Microsoft.Web,/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/sites/pidparsestoragewrapper,,,"{  ""AppServicePlanUri"": ""/subscriptions/1cc854bf-9013-426a-ae29-d820b837fc12/resourcegroups/worleyparsonsrnd-00/providers/microsoft.web/serverfarms/pidparsestoragewrapperplan""}",,,Unassigned,,5000000,worleyparsonsrnd-00,False
